PID,group,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,score,is_multiple
l/XiaoliLi,2,0.23399999999999901,0.07343345658839538,0.8646575766966221,0.14390416185935545,0.328998798786093,False
53/6088,2,0.2559999999999988,0.016233818064493897,0.7982976897217652,0.23958123910653129,0.3275281867231973,False
115/9656,2,0.23600000000000002,0.013115826388355624,0.8085923349996378,0.24962177720454734,0.3268324846481352,False
97/3265,2,0.16399999999999962,0.013996890569648293,0.8685941087201838,0.2600957445860573,0.3266716859689722,False
66/3874,2,0.16399999999999962,0.01528450147937231,0.8779893014474514,0.24905375432947152,0.32658188931407367,False
88/1600,2,0.2139999999999984,0.027135786901790335,0.8564303253529774,0.20850461555929353,0.32651768195351494,False
00/4859,2,0.15599999999999936,0.014707798437887484,0.8703212726138491,0.2635410843275195,0.32614253884481387,False
57/5443,2,0.18199999999999925,0.03932580711444229,0.8703212726138491,0.2128210542292922,0.3261170334893957,False
27/3367,2,0.14999999999999822,0.04606548570955389,0.8696770171815951,0.2384213335249681,0.3260409591040288,False
69/5902,2,0.173999999999999,0.034546782570363074,0.8647915698124903,0.22805893808925462,0.32534932261802674,False
28/2073,2,0.16199999999999862,0.03872465138455908,0.8689998832094055,0.2295224101881498,0.3248117361955283,False
59/1007,2,0.20600000000000002,0.015306420796132276,0.8428166886917122,0.23499494946726987,0.3247795147387786,False
41/5979,2,0.16599999999999876,0.017306666512882457,0.8675476097940149,0.24604138282493493,0.32422391478295776,False
70/2539,2,0.14399999999999896,0.015455006941834968,0.8751323166189673,0.26136617666463763,0.3239883750563597,False
67/6351,2,0.16199999999999862,0.028556015339347002,0.8688307644402927,0.23451159779784128,0.32347459439436993,False
75/5209,2,0.1899999999999995,0.011085717447513622,0.8461392668966301,0.24616195007155744,0.3233467336039252,False
40/5402,2,0.21000000000000013,0.01273685163317445,0.8459148097620129,0.22182013628062736,0.3226179494189537,False
22/5523,2,0.16799999999999973,0.02289505343435256,0.8651267343616773,0.23355935090940236,0.322395284676358,False
c/LeiChen0002,2,0.2139999999999984,0.046028114279677484,0.8606570018507096,0.16813149369952735,0.3222041524574782,False
44/4773,2,0.1479999999999991,0.014694894163041457,0.8757503236690337,0.24988087019662883,0.32208152200717577,False
z/YongdongZhang,2,0.18199999999999925,0.00932747645749636,0.8439319470699433,0.25305388019218755,0.3220783259299066,False
32/2948,2,0.15399999999999836,0.019546945764085128,0.8598282038442279,0.25448321373841376,0.3219645908366813,False
q/MeikangQiu,2,0.18599999999999936,0.02167443252938638,0.8536137667304017,0.22460663486841906,0.3214737085320516,False
57/2281,2,0.14399999999999896,0.05695037426429154,0.863186388244393,0.2212153163287017,0.3213380197093463,False
84/8411,2,0.16999999999999887,0.0379504556229833,0.8838295850490971,0.19245115647840205,0.32105779928762035,False
51/1742,2,0.1879999999999985,0.021649406808959524,0.8592986103091197,0.21241764868673402,0.3203414164512029,False
98/153,2,0.20799999999999916,0.05347763760605872,0.8615206483983019,0.15813763154050978,0.3202839793862174,False
56/1673,2,0.19999999999999887,0.027620173283797053,0.8486161800486617,0.20354723266761807,0.3199458965000189,False
181/2813,2,0.1379999999999997,0.016693619331288104,0.8728396027215141,0.25171453665510407,0.3198119396769765,False
00/4516,2,0.1779999999999991,0.07651852384987684,0.886110118693184,0.13813421814816884,0.3196907151728072,False
04/5616,2,0.16199999999999862,0.032580276744698794,0.8608229532220123,0.219734742185695,0.3187844930381012,False
q/YuQiao1,2,0.1879999999999985,0.025090510075887116,0.8378185639755283,0.22164499607612323,0.3181385175318843,False
47/2026,2,0.15599999999999936,0.019468857097244958,0.8744809214134608,0.22081754272157794,0.31769183030807074,False
w/JRWen,2,0.19399999999999962,0.01829193407086366,0.8458507010231148,0.20933882486076236,0.3168703649886851,False
10/328,2,0.1479999999999991,0.011074388392799258,0.8562989105416604,0.2514462193273725,0.31670487956545784,False
33/1903,2,0.2139999999999984,0.055287048472078174,0.8599275753139687,0.13748218344900334,0.31667420180876216,False
63/5422,2,0.15599999999999936,0.02965250284730532,0.8707626292178661,0.2101511933328075,0.31664158134949455,False
33/6315,2,0.1879999999999985,0.011643308877164206,0.8245724206715674,0.24116639928309658,0.3163455322079567,False
92/8277,2,0.19399999999999962,0.01382559830730199,0.8499086201644838,0.20618014410238875,0.3159785906435435,False
37/1091,2,0.15399999999999836,0.018182575025738366,0.8668064616340477,0.22368526489138812,0.31566857538779314,False
75/1683,2,0.17999999999999824,0.011893746083895405,0.8246028814185445,0.2460854840542694,0.3156455278891769,False
t/JieTang,2,0.16999999999999887,0.020595039875481676,0.8518546786750115,0.21892728039661086,0.3153442497367757,False
55/6910,2,0.14599999999999996,0.017564152845148315,0.8615871545468582,0.23528841536580905,0.31510993068945387,False
95/6861,2,0.17199999999999985,0.03863205376930828,0.8695076347771892,0.180211857524489,0.3150878865177466,False
58/6609,2,0.16199999999999862,0.02294412382075231,0.8541036923665584,0.22076186084692778,0.31495241925855927,False
76/3131,2,0.2019999999999999,0.055167181123214976,0.8799274676758121,0.12163491268998798,0.31468239037225376,False
82/5713,2,0.19199999999999862,0.028324988140042077,0.8604911144520258,0.17751599050774886,0.3145830232749538,False
48/76,2,0.14599999999999996,0.018194645390583998,0.8579444999615651,0.23463828797733005,0.3141943583323698,False
96/1149,2,0.17199999999999985,0.017354352986082792,0.8554129143514083,0.2101134849326452,0.31372018806753404,False
72/5749,2,0.14599999999999996,0.01831645442076747,0.8650596806696637,0.22550293549986974,0.3137197676475752,False
78/4523,2,0.13999999999999885,0.012118078665635778,0.8475206925355001,0.253052643244469,0.31317285361140096,False
218/7793,2,0.1599999999999995,0.01592476297836689,0.8563974678687896,0.21976701224579312,0.3130223107732373,False
k/CCJayKuo,2,0.17199999999999985,0.04007679760509042,0.8630862622278932,0.17572876574738547,0.31272295639509223,False
15/6040,2,0.15799999999999847,0.04407176910059734,0.8713064522424763,0.17716893565165204,0.312636789248681,False
12/6604-1,2,0.1599999999999995,0.026326885434990937,0.8624193486071939,0.20153271514800897,0.31256973729754833,False
m/JiriMatas,2,0.17199999999999985,0.028771809350538517,0.8267407407407409,0.2219066573547426,0.31235480186150544,False
73/4325,2,0.1479999999999991,0.032522268997751604,0.8559049079754601,0.21250482576703145,0.3122330006850606,False
34/4799,2,0.13599999999999873,0.06100155653751252,0.8696431354215364,0.18199773419229193,0.31216060653783484,False
28/6297,2,0.16799999999999973,0.01978130401845825,0.8504915034671949,0.20968644175893755,0.3119898123111476,False
c/ShihFuChang,2,0.18599999999999936,0.02663254919856616,0.8469418728183336,0.18836083865006667,0.3119838151667414,False
42/2501,2,0.16199999999999862,0.03133993237880391,0.8704230844219146,0.18414486741354877,0.3119769710535665,False
z/AoyingZhou,2,0.16199999999999862,0.014758339016012277,0.8587366315303532,0.21178442191389144,0.31181984811506386,False
08/6809-1,2,0.18399999999999836,0.02455772799927528,0.854594180704441,0.18393096142435275,0.31177071753201685,False
32/1858,2,0.14599999999999996,0.010086818713381242,0.8553145834929878,0.2347050699266407,0.31152661803325243,False
z/DavidZhang,2,0.1779999999999991,0.030676193632156252,0.8451461456913524,0.19221181900141615,0.311508539581231,False
t/NadiaMagnenatThalmann,2,0.1879999999999985,0.10460869816705283,0.8639547935131787,0.08931163854728626,0.3114687825568791,False
54/6265,2,0.16199999999999862,0.017549572511017447,0.8499409816091079,0.21473596657729618,0.31105663017435503,False
03/5454,2,0.15799999999999847,0.020740476978275902,0.8612879577111549,0.2026188459658205,0.31066182016381244,False
46/3359-1,2,0.14999999999999822,0.012313615678331512,0.8603584505685103,0.21779803612394008,0.310117525592695,False
c/KimKwangRaymondChoo,2,0.1779999999999991,0.040538909101515246,0.8562332182585347,0.16378332236049437,0.30963886243013583,False
07/1021,2,0.13999999999999885,0.03439513437387496,0.8629194371424153,0.20073852277838722,0.3095132735736691,False
s/JunSun1,2,0.263999999999999,0.052542166001145515,0.8234773305788172,0.09745945961189252,0.30936973904796355,False
24/4470,2,0.1379999999999997,0.01838149860290368,0.8651267343616773,0.21531044880320868,0.3092046704419474,False
84/3791,2,0.14999999999999822,0.0219598249440152,0.8538423287304441,0.20973650939877106,0.30888466576830714,False
96/3115,2,0.14199999999999985,0.010297732706357426,0.8648585819449827,0.21503808924878212,0.30804860097503056,False
62/1539,2,0.14199999999999985,0.01890765086387596,0.8556424409690278,0.21521777562010513,0.30794196686325215,False
84/2082,2,0.16999999999999887,0.020767075584527398,0.8480036470007218,0.19153770646250898,0.30757710726193926,False
33/3675,2,0.14399999999999896,0.02455472425635655,0.8474241676473939,0.21391294204274378,0.30747295848662326,False
12/417,2,0.15399999999999836,0.025723987558830704,0.8538423287304441,0.1958476168572928,0.30735348328664147,False
70/6862,2,0.1599999999999995,0.019857400139764655,0.8529288143364794,0.1966169629045382,0.30735079434519547,False
58/9145-1,2,0.1899999999999995,0.016512426153977283,0.8416409018927684,0.18065075502018604,0.30720102076673284,False
12/5927,2,0.14599999999999996,0.014320463987021024,0.8577796564577489,0.21036514991596494,0.3071163175901837,False
48/450-2,2,0.16799999999999973,0.011603348536427737,0.8410700828937453,0.20710715639154786,0.3069451469554302,False
01/753,2,0.176,0.040170047454970964,0.8526355996944232,0.15866298318721292,0.30686715758415173,False
99/6797,2,0.15399999999999836,0.013776631229735985,0.8523751336489996,0.20620971380975825,0.30659036967212305,False
69/7742,2,0.13999999999999885,0.015556751226787398,0.862219475452895,0.20793034654444756,0.3064266433060322,False
04/2024-1,2,0.17199999999999985,0.015969607376546152,0.8492619083853296,0.18751712493313197,0.3061871601737519,False
h/TiejunHuang,2,0.16599999999999876,0.01155370999585838,0.8478103991796118,0.19517125617003725,0.3051338413363765,False
88/619,2,0.13599999999999873,0.02229752499518705,0.8526681691432064,0.20945883614832064,0.30510613257167823,False
l/XiangYangLi,2,0.19599999999999876,0.018351933068788618,0.8326618919725456,0.1719359748503196,0.30473744997291313,False
68/6563,2,0.15399999999999836,0.041785927099215935,0.8510751868232422,0.1707633338542995,0.30440611194418904,False
20/6179-1,2,0.1599999999999995,0.024823322425868054,0.8608229532220123,0.1706720103735586,0.30407957150535964,False
98/5766,2,0.14999999999999822,0.023953316780866613,0.844251134644478,0.19763576022966808,0.3039600529137527,False
49/6363,2,0.1599999999999995,0.023112229586259577,0.8576807807577038,0.174927632099968,0.3039301606109827,False
29/6497,2,0.13999999999999885,0.011381681065515918,0.8554784808186102,0.20885246842963454,0.3039281575784399,False
42/4110-1,2,0.1379999999999997,0.010487200012109834,0.8565617805065235,0.2086243992930165,0.3034183449529124,False
84/586,2,0.12799999999999845,0.05073996559798833,0.8473919975704199,0.18648676371876013,0.3031546817217917,False
24/2670,2,0.1779999999999991,0.06541894468959553,0.8648585819449827,0.1033895184237204,0.3029167612645744,False
18/5410,2,0.12999999999999948,0.01727946183308284,0.8648920919059243,0.19918270885390488,0.30283856564822786,False
l/MichaelRLyu,2,0.15199999999999922,0.03156476807419729,0.8567919241546079,0.17012457421982785,0.30262031661215805,False
34/188,2,0.1339999999999996,0.020929916558106023,0.8550524783574657,0.19957898836337193,0.3023903458197358,False
04/5226,2,0.19199999999999862,0.0211032093663555,0.8216586299554608,0.17405980925697837,0.3022054121446983,False
25/3972,2,0.16399999999999962,0.018349172973511404,0.8465243278091699,0.17957077505660943,0.30211106895982254,False
142/2644,2,0.19999999999999887,0.007744206017900942,0.7894048166354282,0.21121794502861793,0.3020917419204865,False
61/3906,2,0.12599999999999933,0.01992172672791479,0.8595633255034849,0.20259651811209428,0.3020203925858733,False
31/9004,2,0.20799999999999916,0.02538980921930261,0.8335324869305453,0.1387379098385042,0.3014150514970878,False
79/3712,2,0.12799999999999845,0.0075446842596955405,0.841418824682423,0.22799374819832066,0.3012393142851094,False
123/5110,2,0.15199999999999922,0.04082272036944633,0.8797193978087806,0.13231638497242895,0.3012146257876638,False
12/7627,2,0.16999999999999887,0.01066123879840924,0.8384164663461539,0.18323353279444174,0.30057780948475094,False
63/7767,2,0.14999999999999822,0.018708593180895274,0.8474241676473939,0.18611163995603944,0.3005611001960817,False
04/2380,2,0.12799999999999845,0.01943176157164531,0.8481325278316046,0.20660418880629475,0.3005421195523858,False
14/2589,2,0.15399999999999836,0.02528784033015626,0.8630195244538953,0.1594921127031835,0.30044986937180834,False
18/30,2,0.173999999999999,0.019130738935974,0.838133143093155,0.16874977963293825,0.30000341541551656,False
73/1446,2,0.13999999999999885,0.016723501534731122,0.8533527028060248,0.18978367181409692,0.2999649690387129,False
o/BengChinOoi,2,0.17999999999999824,0.03449962955530284,0.8417678557960631,0.1428379832372393,0.29977636714715084,False
13/8698,2,0.14399999999999896,0.010626215491723882,0.8422760546373858,0.2016604626499712,0.29964068319476994,False
l/JintaoLi,2,0.1319999999999986,0.006181535250848704,0.8439957652752571,0.21499545453768718,0.2992931887659479,False
03/2611,2,0.1319999999999986,0.016542632134233785,0.8612547264449418,0.18720945562445188,0.2992517035509065,False
52/5150,2,0.15599999999999936,0.01853688060674716,0.8441553530234847,0.17793626583826347,0.29915712486712365,False
28/2295,2,0.16399999999999962,0.00963291106846934,0.8386054549552934,0.1835862565521371,0.2989561556439749,False
27/2376,2,0.1779999999999991,0.03918394388446803,0.8357795417103491,0.14193290223537675,0.29872409695754826,False
71/5333,2,0.13999999999999885,0.011229522115412964,0.8507832450356367,0.19278498345015785,0.2986994376503016,False
88/898,2,0.1339999999999996,0.02783613880239556,0.854594180704441,0.17784363895491512,0.29856848961543786,False
56/1428,2,0.1319999999999986,0.01073283064194348,0.842148947408134,0.2088517672318295,0.2984333863204764,False
y/JXuYu,2,0.19399999999999962,0.020514538296577522,0.835591824511492,0.14337063744529127,0.2983692500633401,False
52/5264,2,0.1219999999999992,0.010276066280962223,0.8526681691432064,0.20821443320399585,0.2982896671570409,False
l/BingLiu,2,0.12799999999999845,0.022894836258412234,0.8442192050225029,0.1969674119972351,0.2980203633195372,False
127/0713,2,0.19999999999999887,0.03231923534753162,0.8375042209132181,0.12171238284171383,0.2978839597756156,False
39/3695,2,0.13999999999999885,0.010666832138793601,0.8454022117860931,0.1952791936591073,0.29783705939599825,False
95/5907,2,0.1339999999999996,0.01380596690022086,0.853189618927493,0.18982881691101175,0.29770610068468134,False
01/267-1,2,0.15799999999999847,0.017887536283151,0.8554129143514083,0.15921696495489845,0.29762935389736406,False
92/10934,2,0.16599999999999876,0.010729154512794492,0.8260676485826363,0.18717298981602376,0.2974924482278633,False
70/1741,2,0.14999999999999822,0.017523568668483595,0.8408483067766603,0.18125604422494904,0.2974069799175228,False
22/4460,2,0.14399999999999896,0.022197269263568298,0.8531244028282057,0.17023141725990015,0.2973882723379183,False
43/3182,2,0.13599999999999873,0.025165715034030752,0.8601926782273602,0.166420288002504,0.29694467031597344,False
23/5823,2,0.13599999999999873,0.0275617007902737,0.8467169897204414,0.1763006322386648,0.2966448306873447,False
66/6320,2,0.13999999999999885,0.016186771744980517,0.853450583062512,0.17668842510714902,0.29658144497866007,False
07/4182-0001,2,0.14199999999999985,0.011440685562829941,0.8478426010331207,0.18378876109250641,0.2962680119221142,False
09/3493-1,2,0.1479999999999991,0.009019161980893616,0.8403734658534749,0.1863292153684384,0.2959304608007015,False
16/6465,2,0.14399999999999896,0.027630310047599638,0.850297120219412,0.16044130896614128,0.29559218480828797,False
39/6153,2,0.1219999999999992,0.009358213039062042,0.8473919975704199,0.2028361586138104,0.2953965923058229,False
37/1304-1,2,0.2139999999999984,0.035280880827093686,0.8394253910950661,0.09280266658365505,0.2953772346264533,False
155/3173,2,0.16799999999999973,0.017253037179757923,0.81876535964494,0.17609581807473448,0.29502855372485803,False
j/RongJin,2,0.13999999999999885,0.008999102344702978,0.8471025767523055,0.1840089744823429,0.29502766339483755,False
54/4989-2,2,0.1899999999999995,0.005758004305682814,0.7842462143835857,0.1991576308453569,0.29479046238365625,False
10/1749,2,0.11399999999999895,0.0075503508340491535,0.8564960478858108,0.2009861709569526,0.29475814241920284,False
44/3684,2,0.11999999999999822,0.012235167297082312,0.8437405503477472,0.20026907278170764,0.29406119760663385,False
83/1359-1,2,0.14199999999999985,0.03492509087044446,0.8559049079754601,0.1431339486617242,0.29399098687690717,False
51/3710-165,2,0.2139999999999984,0.03738782441203918,0.8187052998349533,0.10566156779871788,0.2939386730114272,False
98/6805,2,0.17199999999999985,0.015085530706288897,0.8185251732609732,0.16977230134073257,0.29384575132699864,False
93/4324,2,0.11199999999999982,0.007646695006981756,0.8487129766929015,0.20627897179349064,0.2936596608733434,False
43/7659,2,0.15199999999999922,0.011366566610196213,0.8186452488355888,0.19188788239669774,0.2934749244606205,False
78/1102,2,0.12599999999999933,0.01902740145274017,0.8411334689878666,0.18735522325378068,0.2933790234235967,False
70/10575,2,0.11599999999999995,0.002971094418124975,0.8363118654228017,0.21823089574597956,0.29337846389672656,False
93/227,2,0.16599999999999876,0.0049493241487174955,0.7923470112168111,0.20999287084340013,0.2933223015522318,False
31/3974-1,2,0.13599999999999873,0.004107882674333214,0.8262205278158198,0.20554250063491816,0.29296772778126745,False
24/5818,2,0.14199999999999985,0.015559963635181329,0.8339061566049013,0.18013829604729226,0.29290110407184367,False
95/5912,2,0.18599999999999936,0.05153071742081629,0.8523100420007638,0.08107712259147337,0.29272947050326326,False
74/1552,2,0.11599999999999995,0.006093309492572789,0.8475528723848578,0.2007690775350894,0.29260381485313,False
25/3528,2,0.1219999999999992,0.00727410539140311,0.8393307012596354,0.20097061039849304,0.2923938542623827,False
64/4832,2,0.12599999999999933,0.03927737699746206,0.8513998016629797,0.15097491074038533,0.2919130223502066,False
45/7592,2,0.13599999999999873,0.007896487912986475,0.8318241103037078,0.19178108496850962,0.29187542079630063,False
23/4197,2,0.17199999999999985,0.024208970605512473,0.8204807762993457,0.15068657213340747,0.29184407975956633,False
64/221,2,0.12399999999999833,0.011953876415972415,0.8439000415863294,0.18642987332567815,0.29157094783199455,False
33/3881,2,0.10599999999999869,0.008633397858695532,0.8538749904368449,0.19766653173454954,0.29154373000752215,False
41/2526,2,0.1599999999999995,0.012339843049355283,0.8400572030709016,0.15323930636196165,0.29140908812055455,False
83/5831,2,0.14999999999999822,0.018522718261111504,0.8291360225837606,0.16639176650843113,0.2910126268383254,False
49/2007,2,0.14599999999999996,0.017358903385272424,0.8499086201644838,0.15070590652119853,0.2909933575177387,False
93/6234,2,0.11599999999999995,0.00811000150356702,0.8465564320388348,0.19228709383888534,0.2907383818453218,False
73/3928-1,2,0.14199999999999985,0.00790476498116782,0.8455303030303031,0.16732911654104926,0.29069104613813,False
25/3038-5,2,0.12799999999999845,0.010102036760650772,0.8350916573138796,0.18940433860048164,0.2906495081687526,False
14/6655,2,0.1219999999999992,0.009331222901948507,0.838133143093155,0.19309977640650136,0.29064103560040105,False
09/3613,2,0.16799999999999973,0.02492444155045927,0.8383849765258214,0.13122584133339524,0.29063381485241896,False
52/6744,2,0.16199999999999862,0.027550972985525748,0.8407216300704304,0.13216369400710187,0.29060907426576416,False
14/6841,2,0.12599999999999933,0.012218682966329011,0.8528636381003324,0.1710714251784928,0.29053843656128836,False
42/6095,2,0.1379999999999997,0.00786554161291317,0.833688141923436,0.18142400236143158,0.2902444214744451,False
94/4810,2,0.14599999999999996,0.013571926633559783,0.8350916573138796,0.16625341399480856,0.290229249485562,False
56/2203,2,0.11399999999999895,0.007288706846010326,0.8499733455182393,0.18791121061265598,0.2897933157442261,False
47/1961,2,0.1479999999999991,0.024528867631725862,0.8534832148046189,0.13292823977527046,0.2897350805529036,False
75/7785,2,0.14199999999999985,0.006905248956895364,0.8318241103037078,0.17734515355077343,0.28951862820284413,False
68/1980,2,0.12599999999999933,0.013824934138315483,0.8328482949033653,0.18529078544698455,0.2894910036221662,False
26/5200,2,0.12599999999999933,0.00879518606278258,0.8378500112604159,0.1852428022598884,0.28947199989577155,False
19/5635,2,0.11399999999999895,0.011013558955230682,0.8503619047619047,0.1821651058437664,0.28938514239022517,False
17/1152-5,2,0.12399999999999833,0.011434387952650097,0.8395516774484729,0.18058517752755296,0.28889281073216855,False
47/3542-1,2,0.15199999999999922,0.012436134596425697,0.8405949915270194,0.15024622228198375,0.28881933710135704,False
28/3021,2,0.10999999999999883,0.005760204344876459,0.8432305832577818,0.19608295243285953,0.28876843500887917,False
68/3245,2,0.11999999999999822,0.005479919424159978,0.8332213512504665,0.19473168713395567,0.2883582394521451,False
97/467,2,0.14999999999999822,0.002803567030078591,0.7900753902240469,0.21031757294853268,0.2882991325506641,False
79/1490,2,0.13999999999999885,0.04260080801383258,0.8451781454696907,0.12494209244393471,0.2881802614818642,False
01/2356,2,0.11599999999999995,0.015685626855454386,0.8432305832577818,0.17712430323379774,0.2880101283367585,False
25/5712,2,0.11599999999999995,0.017552123645040937,0.8426257974406404,0.175202837843341,0.2878451897322556,False
72/1974,2,0.12599999999999933,0.007207855557311502,0.8226882394132606,0.19541312775877429,0.28782730568233644,False
60/5157,2,0.10999999999999883,0.015098327266910716,0.8494558185554455,0.1759759204843114,0.2876325165766666,False
04/6217,2,0.12999999999999948,0.007723103548389278,0.8424349926406763,0.16917685795801926,0.2873337385367711,False
85/1868,2,0.12399999999999833,0.009927185863186881,0.8492295986303976,0.16547204763948167,0.2871572080332661,False
33/6517,2,0.21199999999999927,0.041391707440825924,0.8101771196283393,0.08500762312183507,0.28714411254774985,False
09/3625,2,0.22399999999999964,0.0183896949780679,0.7920939640183103,0.11310867472111447,0.2868980834293731,False
51/5022,2,0.11799999999999908,0.017437749038722892,0.8404051052294719,0.16995690160089286,0.28644993896727167,False
05/6300-2,2,0.17999999999999824,0.015907054017039374,0.8088560350762763,0.1408954376810532,0.28641463169359177,False
z/AlbertYZomaya,2,0.15799999999999847,0.0312884080414102,0.8351229002207341,0.11895890637529348,0.285842553659359,False
65/622,2,0.12599999999999933,0.014640849297534834,0.8438681385150462,0.15860630192997524,0.2857788224356389,False
30/4497,2,0.10199999999999856,0.0031947374178372782,0.8346232940736585,0.20271591534281258,0.28563348670857674,False
33/3099,2,0.12799999999999845,0.007353514067890694,0.8325687217932938,0.17456340213059116,0.2856214094979435,False
10/4016,2,0.13599999999999873,0.007891776069574506,0.8310189494062022,0.16715337386738272,0.28551602483578953,False
84/3254-1,2,0.1339999999999996,0.006958969882199762,0.8217191238726301,0.17910300796245862,0.285445275429322,False
02/2264,2,0.12399999999999833,0.016292414188670813,0.8397411782409149,0.16129585754583514,0.2853323624938548,False
12/1208,2,0.11199999999999982,0.008572360154125583,0.8349667090596246,0.18572213471646437,0.2853153009825536,False
25/3029,2,0.11599999999999995,0.01147625639696515,0.8426257974406404,0.17107396001014916,0.28529400346193867,False
94/1128,2,0.10599999999999869,0.008825318739947898,0.837881460906122,0.18843556248362892,0.2852855855324244,False
79/5815,2,0.12799999999999845,0.018521474894458,0.8463959352367951,0.14733899199114545,0.2850641005305993,False
08/2489-1,2,0.15799999999999847,0.021842438099754828,0.8248771294482836,0.13514626108539432,0.28496645715835783,False
y/JianYang3,2,0.14399999999999896,0.01639832090137875,0.8292900397518297,0.14988550677436105,0.2848934668568921,False
78/3204,2,0.11999999999999822,0.02055356394167067,0.8399939790772937,0.1588820887584262,0.28485740794434716,False
63/1534,2,0.12799999999999845,0.014582457436816014,0.8412919760298496,0.15413806259860036,0.2845031240163161,False
02/5139,2,0.12999999999999948,0.006623497985737927,0.8296290790158328,0.17068403153813005,0.2842341521349251,False
33/7046,2,0.12399999999999833,0.006271530092018129,0.8286127918630981,0.1778257400946653,0.28417751551244497,False
20/6534-3,2,0.18599999999999936,0.03187813822953295,0.8181351707960709,0.10019422599736523,0.2840518837557421,False
75/2122,2,0.11799999999999908,0.008481012145560874,0.84581865029745,0.16237107723056735,0.28366768491839434,False
75/5705,2,0.11399999999999895,0.004774318217820725,0.8308952168248652,0.18492175390577206,0.28364782223711427,False
m/WYMa,2,0.1339999999999996,0.01762610086674223,0.8358421328540403,0.14591186113777624,0.2833450237146396,False
84/1769,2,0.11199999999999982,0.012177036725318812,0.848068082519661,0.16110636607707327,0.28333787133051325,False
52/2889,2,0.1479999999999991,0.03189525217521558,0.832134203168686,0.12109190478893467,0.28328034003320884,False
w/HaixunWang,2,0.14599999999999996,0.01828539023377176,0.8354041916167665,0.1332217709947444,0.28322783821132064,False
98/5684,2,0.11399999999999895,0.013366959456012678,0.8453701950388185,0.1594979457949742,0.2830587750724511,False
64/6143,2,0.10399999999999958,0.013622789809748605,0.8524076832015884,0.16135176078503,0.28284555844909165,False
78/4473,2,0.14399999999999896,0.09049021193498971,0.8398991609286226,0.05640731747081594,0.28269917258360683,False
93/2334-8,2,0.1219999999999992,0.008283219245458977,0.8391098413653109,0.16076989604569097,0.282540739164115,False
92/5339,2,0.1319999999999986,0.028414011389113324,0.839867559635789,0.12937363590592615,0.28241380173270675,False
66/3172,2,0.09599999999999931,0.005926141561307002,0.8532874617737003,0.17346479838898712,0.2821696004309984,False
w/JianxinWu,2,0.1319999999999986,0.023283612723343963,0.8434536179860193,0.12973529635429962,0.2821181317659154,False
55/5031,2,0.1379999999999997,0.012334317283479026,0.8325376697001343,0.1437112902612242,0.28164581931120936,False
50/6996-3,2,0.14199999999999985,0.007639398714465961,0.8299992563397041,0.14660724008296236,0.28156147378428303,False
39/6844,2,0.09599999999999931,0.006063114096863406,0.8304315476190476,0.19301120434031535,0.2813764665140564,False
w/YuWang2,2,0.1219999999999992,0.013736282590292257,0.8301535944066346,0.15885207296530746,0.2811854874905584,False
49/5139,2,0.16799999999999973,0.05712244209540038,0.8223245533247376,0.07685625246104429,0.2810758119702955,False
181/1848,2,0.12399999999999833,0.012259540468256405,0.8453061688188739,0.1414937817695272,0.28076487276416395,False
53/1565,2,0.12999999999999948,0.015204337603176512,0.8319481197122732,0.14439689612537698,0.2803873383602066,False
50/290,2,0.14199999999999985,0.012701809655642993,0.82790594169572,0.13886874921390643,0.2803691251413173,False
t/AnthonyKHTung,2,0.15199999999999922,0.01546374119478272,0.8287358455541117,0.12474885402195997,0.2802371101927134,False
98/3417,2,0.1219999999999992,0.019023274242312507,0.8375042209132181,0.14198348657582494,0.2801277454328387,False
73/2476,2,0.12999999999999948,0.005995023372070658,0.8206919372035737,0.16369755776055475,0.28009612958404967,False
75/4947,2,0.10999999999999883,0.0062295245754396735,0.8292592317408425,0.17481859333928806,0.2800768374138923,False
96/6014,2,0.19399999999999962,0.0305983230484623,0.8091785688392663,0.08600088581847208,0.27994444442655003,False
17/1464,2,0.11399999999999895,0.01354141536089583,0.8425939906386833,0.14908773874355002,0.27980578618578206,False
l/TieYanLiu,2,0.1319999999999986,0.0136923086589557,0.8377242362831195,0.13516921322312736,0.2796464395413003,False
02/6332,2,0.10199999999999856,0.006503556182795314,0.8423714102418959,0.16704486911443878,0.2794799588847821,False
65/4699,2,0.10199999999999856,0.009054712324326211,0.8404051052294719,0.16587992990482284,0.2793349368646549,False
32/4831,2,0.10599999999999869,0.0037315982139810157,0.8359047333732775,0.1713740439858557,0.2792525938932782,False
02/2689,2,0.14199999999999985,0.003631856271559398,0.7871222539581791,0.18396308351958274,0.2791792984373303,False
58/6576,2,0.11599999999999995,0.009820592352668146,0.8324445273168003,0.15829854790751033,0.2791409168942447,False
75/2307,2,0.09399999999999832,0.004216213522271204,0.8378185639755283,0.1802402669178177,0.2790687611039039,False
64/1350,2,0.10199999999999856,0.006326643444113842,0.8269551365168747,0.18081197436735943,0.2790234385820866,False
s/DXSong,2,0.16999999999999887,0.014271772588717467,0.8076853493505084,0.12333316836119738,0.2788225725751055,False
19/2932-1,2,0.1319999999999986,0.015024566230374162,0.8343113436740797,0.13381725651585522,0.2787882916050769,False
56/6651,2,0.1379999999999997,0.015009523345930038,0.8347481395609738,0.12694883092284878,0.2786766234574381,False
